id,name,description,equation,category,icon,variables_json,num_variables
"gustafson","Gustafson's Law","Scaled speedup for parallel computing that accounts for scaling the problem size with processors.","S = s + p × N","Computer Science & Information Theory","","[{""id"":""S"",""label"":""Scaled Speedup (S)"",""unit"":""""},{""id"":""s"",""label"":""Serial Proportion (s)"",""unit"":""""},{""id"":""N"",""label"":""Processors (N)"",""unit"":""""}]",3
"littles-law","Little's Law","Fundamental queueing theorem relating average items in a system to arrival rate and wait time.","L = λ × W","Computer Science & Information Theory","","[{""id"":""L"",""label"":""Items in System (L)"",""unit"":""""},{""id"":""lambda"",""label"":""Arrival Rate (λ)"",""unit"":""1/s""},{""id"":""W"",""label"":""Wait Time (W)"",""unit"":""s""}]",3
"network-transfer","Network Transfer Time","Calculate file transfer time based on file size and available bandwidth.","T = S / B","Computer Science & Information Theory","","[{""id"":""T"",""label"":""Time (T)"",""unit"":""s""},{""id"":""S"",""label"":""Size (S)"",""unit"":""MB""},{""id"":""B"",""label"":""Bandwidth (B)"",""unit"":""MB/s""}]",3
"pv-annuity","Present Value of Annuity","Present value of a series of equal periodic payments discounted at a fixed rate.","PV = P × (1 - (1+r)^-n) / r","Advanced Finance & Economics","","[{""id"":""PV"",""label"":""Present Value (PV)"",""unit"":""$""},{""id"":""P"",""label"":""Payment per Period (P)"",""unit"":""$""},{""id"":""r"",""label"":""Rate per Period (r)"",""unit"":""%""},{""id"":""n"",""label"":""Number of Periods (n)"",""unit"":""""}]",4
"fv-annuity","Future Value of Annuity","Future value of a series of equal periodic payments compounded at a fixed rate.","FV = P × ((1+r)^n - 1) / r","Advanced Finance & Economics","","[{""id"":""FV"",""label"":""Future Value (FV)"",""unit"":""$""},{""id"":""P"",""label"":""Payment per Period (P)"",""unit"":""$""},{""id"":""r"",""label"":""Rate per Period (r)"",""unit"":""%""},{""id"":""n"",""label"":""Number of Periods (n)"",""unit"":""""}]",4
"mortgage-amort","Mortgage Amortization","Monthly payment on a fixed-rate mortgage loan with principal, interest, and term.","M = P × r(1+r)^n / ((1+r)^n - 1)","Advanced Finance & Economics","","[{""id"":""M"",""label"":""Monthly Payment (M)"",""unit"":""$""},{""id"":""P"",""label"":""Principal (P)"",""unit"":""$""},{""id"":""r"",""label"":""Annual Rate (r)"",""unit"":""%""},{""id"":""n"",""label"":""Total Months (n)"",""unit"":""""}]",4
"capm","Capital Asset Pricing Model","Expected return on an asset based on its systematic risk relative to the market.","E(R) = Rf + β(E(Rm) - Rf)","Advanced Finance & Economics","","[{""id"":""ER"",""label"":""Expected Return"",""unit"":""%""},{""id"":""Rf"",""label"":""Risk-Free Rate"",""unit"":""%""},{""id"":""Beta"",""label"":""Beta (β)"",""unit"":""""},{""id"":""ERm"",""label"":""Market Return"",""unit"":""%""}]",4
"elasticity","Price Elasticity of Demand","Midpoint formula for price elasticity of demand measuring quantity sensitivity to price changes.","E = (%ΔQ) / (%ΔP)","Advanced Finance & Economics","","[{""id"":""E"",""label"":""Elasticity (E)"",""unit"":""""},{""id"":""Q1"",""label"":""Old Quantity"",""unit"":""""},{""id"":""Q2"",""label"":""New Quantity"",""unit"":""""},{""id"":""P1"",""label"":""Old Price"",""unit"":""$""},{""id"":""P2"",""label"":""New Price"",""unit"":""$""}]",5
"roi","Return on Investment (ROI)","Return on investment as a percentage of the original cost.","ROI = (Gain - Cost) / Cost × 100","Advanced Finance & Economics","","[{""id"":""ROI"",""label"":""ROI"",""unit"":""%""},{""id"":""G"",""label"":""Gain/Return"",""unit"":""$""},{""id"":""C"",""label"":""Cost"",""unit"":""$""}]",3
"wacc","Weighted Average Cost of Capital","Weighted average cost of capital combining equity and after-tax debt costs.","WACC = (E/V)Re + (D/V)Rd(1-Tc)","Advanced Finance & Economics","","[{""id"":""WACC"",""label"":""WACC"",""unit"":""%""},{""id"":""E"",""label"":""Market Value Equity"",""unit"":""$""},{""id"":""D"",""label"":""Market Value Debt"",""unit"":""$""},{""id"":""Re"",""label"":""Cost of Equity"",""unit"":""%""},{""id"":""Rd"",""label"":""Cost of Debt"",""unit"":""%""},{""id"":""Tc"",""label"":""Corp Tax Rate"",""unit"":""%""}]",6
"bep","Break-Even Point (Units)","Number of units needed to sell to cover fixed costs at a given price and variable cost.","Q = FC / (P - VC)","Advanced Finance & Economics","","[{""id"":""Q"",""label"":""Units to Break Even"",""unit"":""""},{""id"":""FC"",""label"":""Fixed Costs"",""unit"":""$""},{""id"":""P"",""label"":""Price per Unit"",""unit"":""$""},{""id"":""VC"",""label"":""Variable Cost per Unit"",""unit"":""$""}]",4
"mach","Mach Number","Ratio of an object's speed to the local speed of sound in the medium.","M = v / c","Aerospace & Advanced Fluid Dynamics","","[{""id"":""M"",""label"":""Mach Number (M)"",""unit"":""""},{""id"":""v"",""label"":""Velocity (v)"",""unit"":""m/s""},{""id"":""c"",""label"":""Speed of Sound (c)"",""unit"":""m/s""}]",3
"dyn-pressure","Dynamic Pressure","Kinetic energy per unit volume of a flowing fluid, used in aerodynamics.","q = ½ρv²","Aerospace & Advanced Fluid Dynamics","","[{""id"":""q"",""label"":""Dynamic Pressure (q)"",""unit"":""Pa""},{""id"":""rho"",""label"":""Density (ρ)"",""unit"":""kg/m³""},{""id"":""v"",""label"":""Velocity (v)"",""unit"":""m/s""}]",3
"lift-eq","Lift Equation","Aerodynamic lift force on a wing from air density, velocity, wing area, and lift coefficient.","L = ½ρv²SC_L","Aerospace & Advanced Fluid Dynamics","","[{""id"":""L"",""label"":""Lift Force (L)"",""unit"":""N""},{""id"":""rho"",""label"":""Density (ρ)"",""unit"":""kg/m³""},{""id"":""v"",""label"":""Velocity (v)"",""unit"":""m/s""},{""id"":""S"",""label"":""Wing Area (S)"",""unit"":""m²""},{""id"":""CL"",""label"":""Lift Coefficient (C_L)"",""unit"":""""}]",5
"froude","Froude Number","Dimensionless number comparing flow inertia to gravitational effects in fluid mechanics.","Fr = v / √(gL)","Aerospace & Advanced Fluid Dynamics","","[{""id"":""Fr"",""label"":""Froude Number (Fr)"",""unit"":""""},{""id"":""v"",""label"":""Velocity (v)"",""unit"":""m/s""},{""id"":""g"",""label"":""Gravity (g)"",""unit"":""m/s²""},{""id"":""L"",""label"":""Characteristic Length (L)"",""unit"":""m""}]",4
"capillary-rise","Capillary Rise","Height liquid rises in a narrow tube due to surface tension and contact angle.","h = 2γcosθ / (ρgr)","Aerospace & Advanced Fluid Dynamics","","[{""id"":""h"",""label"":""Height (h)"",""unit"":""m""},{""id"":""gamma"",""label"":""Surface Tension (γ)"",""unit"":""N/m""},{""id"":""theta"",""label"":""Contact Angle (θ)"",""unit"":""°""},{""id"":""rho"",""label"":""Density (ρ)"",""unit"":""kg/m³""},{""id"":""r"",""label"":""Radius (r)"",""unit"":""m""}]",5
"specific-impulse","Specific Impulse","Efficiency of a rocket engine measured as thrust per unit weight flow of propellant.","Isp = ve / g₀","Aerospace & Advanced Fluid Dynamics","","[{""id"":""Isp"",""label"":""Specific Impulse (Isp)"",""unit"":""s""},{""id"":""ve"",""label"":""Exhaust Velocity (ve)"",""unit"":""m/s""},{""id"":""g"",""label"":""Gravity (g₀)"",""unit"":""m/s²""}]",3
"stress","Stress (Normal)","Normal stress is the internal force per unit area on a cross-section of a material.","σ = F / A","Civil & Structural Engineering","","[{""id"":""sigma"",""label"":""Stress (σ)"",""unit"":""Pa""},{""id"":""F"",""label"":""Force (F)"",""unit"":""N""},{""id"":""A"",""label"":""Area (A)"",""unit"":""m²""}]",3
"strain","Strain","Deformation of a material expressed as change in length divided by original length.","ε = ΔL / L₀","Civil & Structural Engineering","","[{""id"":""epsilon"",""label"":""Strain (ε)"",""unit"":""""},{""id"":""dL"",""label"":""Change in Length (ΔL)"",""unit"":""m""},{""id"":""L0"",""label"":""Original Length (L₀)"",""unit"":""m""}]",3
"euler-buckling","Euler's Buckling Load","Critical axial load at which a slender column buckles under compression.","Pcr = π²EI / (KL)²","Civil & Structural Engineering","","[{""id"":""Pcr"",""label"":""Critical Load (Pcr)"",""unit"":""N""},{""id"":""E"",""label"":""Young's Modulus (E)"",""unit"":""Pa""},{""id"":""I"",""label"":""Area Moment (I)"",""unit"":""m⁴""},{""id"":""K"",""label"":""Column Eff Length Factor (K)"",""unit"":""""},{""id"":""L"",""label"":""Column Length (L)"",""unit"":""m""}]",5
"soil-porosity","Soil Porosity","Fraction of total soil volume occupied by voids (air and water).","n = Vv / Vt","Civil & Structural Engineering","","[{""id"":""n"",""label"":""Porosity (n)"",""unit"":""""},{""id"":""Vv"",""label"":""Volume of Voids (Vv)"",""unit"":""m³""},{""id"":""Vt"",""label"":""Total Volume (Vt)"",""unit"":""m³""}]",3
"soil-void-ratio","Soil Void Ratio","Ratio of void volume to solid volume in a soil sample.","e = Vv / Vs","Civil & Structural Engineering","","[{""id"":""e"",""label"":""Void Ratio (e)"",""unit"":""""},{""id"":""Vv"",""label"":""Volume of Voids (Vv)"",""unit"":""m³""},{""id"":""Vs"",""label"":""Volume of Solids (Vs)"",""unit"":""m³""}]",3
"rayleigh","Rayleigh Criterion (Angular)","Minimum angular separation at which a telescope can distinguish two point sources.","θ = 1.22λ / D","Advanced Optics & Astrophysics","","[{""id"":""theta"",""label"":""Resolution Angle (θ)"",""unit"":""rad""},{""id"":""lambda"",""label"":""Wavelength (λ)"",""unit"":""nm""},{""id"":""D"",""label"":""Aperture (D)"",""unit"":""m""}]",3
"telescope-mag","Telescope Magnification","Angular magnification of a refracting telescope from objective and eyepiece focal lengths.","M = fo / fe","Advanced Optics & Astrophysics","","[{""id"":""M"",""label"":""Magnification (M)"",""unit"":""""},{""id"":""fo"",""label"":""Objective Focal Length (fo)"",""unit"":""m""},{""id"":""fe"",""label"":""Eyepiece Focal Length (fe)"",""unit"":""m""}]",3
"distance-modulus","Distance Modulus","Relationship between apparent magnitude, absolute magnitude, and distance in parsecs.","m - M = 5 log₁₀(d) - 5","Advanced Optics & Astrophysics","","[{""id"":""mu"",""label"":""Modulus (m - M)"",""unit"":""""},{""id"":""d"",""label"":""Distance (d)"",""unit"":""pc""}]",2
"wiens-law","Wien's Displacement Law","Peak wavelength of blackbody radiation is inversely proportional to temperature.","λmax = b / T","Advanced Optics & Astrophysics","","[{""id"":""lambda"",""label"":""Peak Wavelength (λ)"",""unit"":""nm""},{""id"":""T"",""label"":""Temperature (T)"",""unit"":""K""}]",2
"lens-maker","Lens Maker's Equation","Focal length of a thin lens from its refractive index and radii of curvature.","1/f = (n-1)(1/R₁ - 1/R₂)","Advanced Optics & Astrophysics","","[{""id"":""f"",""label"":""Focal Length (f)"",""unit"":""m""},{""id"":""n"",""label"":""Refractive Index (n)"",""unit"":""""},{""id"":""R1"",""label"":""Radius 1 (R₁)"",""unit"":""m""},{""id"":""R2"",""label"":""Radius 2 (R₂)"",""unit"":""m""}]",4
"larmor","Larmor Formula","Power radiated by an accelerating charged particle in classical electrodynamics.","P = 2kq²a² / (3c³)","Advanced Optics & Astrophysics","","[{""id"":""P"",""label"":""Radiated Power (P)"",""unit"":""W""},{""id"":""q"",""label"":""Charge (q)"",""unit"":""C""},{""id"":""a"",""label"":""Acceleration (a)"",""unit"":""m/s²""}]",3
